District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 27,"Titone, Brianna",119.99,12/28/21 0:00,Canva Pty Ltd,Surrey Hills,NS,2010,Office Equipment & Supplies,Canva Pro Subscription
House District 27,"Titone, Brianna",78.88,12/28/21 0:00,Namecheap,Phoenix,AZ,90064,Office Equipment & Supplies,Website Hosting
House District 27,"Titone, Brianna",62.66,12/31/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",2,12/31/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Card Fee
House District 27,"Carlino, Christina",,,,,,,,
House District 28,"Emm, Leanne",4.94,2/27/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
House District 28,"Emm, Leanne",5,3/1/22 0:00,1Stbank,Littleton,CO,80127,Bank Fees,
House District 28,"Emm, Leanne",101.47,3/5/22 0:00,Office Depot,Littleton,CO,80123,Office Equipment & Supplies,
House District 28,"Emm, Leanne",39.51,3/6/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,
House District 28,"Emm, Leanne",250,3/8/22 0:00,Colorado Democratic Party,Denver,CO,80203,Other,"Colorado Democratic Party - Van Access Set Up Hd28
Voter Info Used For Canvassing And Fundraising"
House District 28,"Emm, Leanne",80.99,3/13/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,
House District 28,"Emm, Leanne",43.47,3/20/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,
House District 28,"Emm, Leanne",44.55,3/21/22 0:00,Crown Trophy,Littleton,CO,80120,Fundraising Expenses,Name Badges
House District 28,"Emm, Leanne",561.46,3/22/22 0:00,C&D Printing And Mailing,Denver,CO,80212,Fundraising Expenses,"Business Cards, Bre'S, Postcards"
House District 28,"Emm, Leanne",34.8,3/23/22 0:00,Usps,Littleton,CO,80123,Fundraising Expenses,Postage
House District 28,"Emm, Leanne",35.59,3/27/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,
House District 28,"Emm, Leanne",20,3/28/22 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Other,Jeffco Latino Dems
House District 28,"Emm, Leanne",82,3/31/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,
House District 28,"Emm, Leanne",5,4/1/22 0:00,1Stbank,Littleton,CO,80127,Bank Fees,Bank Fees
House District 28,"Emm, Leanne",3.95,4/3/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,
House District 28,"Emm, Leanne",780,4/10/22 0:00,"Me&Er, Llc",Moncos,CO,81328,Consultant & Professional Services,"Logo, Website Design"
House District 28,"Emm, Leanne",14.83,4/10/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,Actblue Fees
House District 28,"Emm, Leanne",300,4/13/22 0:00,Human Nature Designs,Littleton,CO,80129,Consultant & Professional Services,Social Media Setup & Social Templates
House District 28,"Emm, Leanne",251.42,4/14/22 0:00,Leanne  Emm,Littleton,CO,80123,Other,"Reimbursement To Leanne For Squarespace Website Hosting/Setup 2/17,2/18"
House District 28,"Emm, Leanne",49.38,4/17/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,Actblue Fees
House District 28,"Emm, Leanne",3.95,4/24/22 0:00,Actblue Support,Somerville,CO,2144,Fundraising Expenses,Actblue Fees
House District 28,"Montoya, Dan",,,,,,,,
House District 29,"Bird, Shannon",0.8,11/7/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 29,"Bird, Shannon",250,12/4/21 0:00,Shannon  Bird,Westminster,CO,80023,Other,Reimbursement To Candidate For Purchase Of Souvenir Pins For Cub Scouts Touring The Capitol.
House District 29,"Bird, Shannon",3.95,12/5/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 29,"Bird, Shannon",212.92,12/12/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 29,"Bird, Shannon",219.25,12/13/21 0:00,Shannon  Bird,Westminster,CO,80023,Consultant & Professional Services,Reimbursement To Candidate For Payment Made For Web Hosting Services.
House District 29,"Bird, Shannon",67.15,12/19/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 29,"Bird, Shannon",3.96,12/26/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 29,"Bird, Shannon",35.55,12/31/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 29,"Warren-Demott, Vanessa",,,,,,,,
House District 29,"Van Gundy, Ryan",,,,,,,,
House District 30,"Kennedy, Chris",341.32,11/14/21 0:00,Residence Inn,Breckenridge,CO,80424,Travel & Lodging,
House District 30,"Kennedy, Chris",19.75,11/14/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
House District 30,"Kennedy, Chris",4.35,11/28/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
House District 30,"Kennedy, Chris",7.9,12/5/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
House District 30,"Kennedy, Chris",11.99,12/13/21 0:00,Dropbox,San Francisco,CA,94107,Miscellaneous,
House District 30,"Kennedy, Chris",4.74,12/19/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
House District 30,"Kennedy, Chris",35,12/20/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Contributions,
House District 30,"Kennedy, Chris",1.98,12/26/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
House District 30,"Kennedy, Chris",35.99,12/30/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 30,"Kennedy, Chris",18,12/31/21 0:00,Google Llc,Mountain View,CA,94043,Other,Google Apps Usage
House District 30,"Carter, Russell",,,,,,,,
House District 31,"Pitchforth, Heidi",,,,,,,,
House District 31,"Sharbini, Said",,,,,,,,
House District 32,"Michaelson Jenet, Dafna",13.83,4/30/21 0:00,Act Blue,Somerville,MA,2144,Bank Fees,Act Blue Fees
House District 32,"Michaelson Jenet, Dafna",360,10/1/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 32,"Michaelson Jenet, Dafna",119.4,10/18/21 0:00,Canva,,,,Advertising,
House District 32,"Michaelson Jenet, Dafna",290,11/14/21 0:00,Hdpcf,Denver,CO,80203,Other,Dues And Fees
House District 32,"Michaelson Jenet, Dafna",149.9,12/22/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Advertising,
House District 32,"Michaelson Jenet, Dafna",26,12/22/21 0:00,Eig Services,Reno,NV,89521,Other,Fees
House District 32,"Brown, Justin",,,,,,,,
House District 33,"Dougherty, Stacie",,,,,,,,
House District 33,"Gray, Matt",35.99,1/3/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,1/29/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,2/4/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,2/27/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,3/3/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,3/30/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,4/5/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,4/28/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,5/3/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,5/26/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,6/25/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,6/25/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",18.38,6/30/21 0:00,Actblue Technical Services,Cambridge,MA,2238,Bank Fees,
House District 33,"Gray, Matt",35.99,7/6/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,7/28/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,8/6/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,8/28/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,9/6/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,9/28/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 33,"Gray, Matt",35.99,12/3/20 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 33,"Gray, Matt",2,12/29/20 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
House District 34,"Willford, Jenny",,,,,,,,
House District 34,"Nizam, Sam",,,,,,,,
House District 34,"Allen, Kevin",,,,,,,,
House District 35,"Benavidez, Adrienne",429.08,3/22/22 0:00,Tamales By La Casita,Denver,CO,80211,"Food, Beverages and Meals",Food For Volunteers And Attendees At Adams County Assembly 2022
House District 35,"Benavidez, Adrienne",25,3/28/22 0:00,Adams County Democratic Party (A.C.D.C.C),Northglenn,CO,80234,Other,Payment For Space At Adams County Assembly 2022
House District 35,"Benavidez, Adrienne",100,3/28/22 0:00,Adams County Democratic Party (A.C.D.C.C),Northglenn,CO,80234,Other,Payment For Candidate Space At County Assembly 2022
House District 35,"Benavidez, Adrienne",250,3/29/22 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Democratic House Project
House District 35,"Benavidez, Adrienne",2,3/31/22 0:00,1St Bank,Denver,CO,80211,Bank Fees,Bank Fees For Business Debit Card
House District 35,"Jones, Craig",,,,,,,,
House District 36,"Weissman, Michael",119.4,1/27/21 0:00,Canva,Strawberry Hills,NS,2012,Office Equipment & Supplies,Software License
House District 36,"Weissman, Michael",2,1/29/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,Bank Fee
House District 36,"Weissman, Michael",2,2/26/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,Bank Fee
House District 36,"Weissman, Michael",2,3/31/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,Bank Fee
House District 36,"Weissman, Michael",8.75,3/31/21 0:00,Act Blue,Somerville,MA,2144,Fundraising Expenses,3.95% Fundraising Fees
House District 36,"Weissman, Michael",2,4/30/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",2,5/28/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",2,6/30/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",3,6/30/21 0:00,Act Blue,Somerville,MA,2144,Fundraising Expenses,3.95% Fees
House District 36,"Weissman, Michael",2,7/30/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",2,8/31/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",2,9/30/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",22.95,9/30/21 0:00,Act Blue,Somerville,MA,2144,Fundraising Expenses,
House District 36,"Weissman, Michael",2000,12/17/20 0:00,House Democratic Pcf,Denver,CO,80203,Office Equipment & Supplies,Caucus Dues
House District 36,"Weissman, Michael",2,12/31/20 0:00,First Bank,Aurora,CO,80011,Bank Fees,Bank Fee
House District 36,"Weissman, Michael",400,10/26/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
House District 36,"Weissman, Michael",2,10/29/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",600,11/11/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
House District 36,"Weissman, Michael",182.22,11/17/21 0:00,Office Depot,Denver,CO,80203,Office Equipment & Supplies,
House District 36,"Weissman, Michael",2,11/30/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",2350,11/30/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
House District 36,"Weissman, Michael",2,12/31/21 0:00,First Bank,Aurora,CO,80011,Bank Fees,
House District 36,"Weissman, Michael",287.06,12/31/21 0:00,Act Blue,Somerville,MA,2144,Fundraising Expenses,
House District 36,"Walters, William",,,,,,,,
House District 37,"Dickson, Ruby",10,12/7/21 0:00,First Bank,Greenwood Village,CO,80111,Bank Fees,Bank Wire Fee
House District 37,"Dickson, Ruby",17.8,12/7/21 0:00,First Bank,Greenwood Village,CO,80111,Office Equipment & Supplies,Checks
House District 37,"Dickson, Ruby",63.99,12/7/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
House District 37,"Dickson, Ruby",125.23,12/12/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
House District 37,"Dickson, Ruby",1000,12/15/21 0:00,Lyda Strategies Llc,Denver,CO,80202,Consultant & Professional Services,Political Consulting
House District 37,"Dickson, Ruby",373.1,12/19/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
House District 37,"Dickson, Ruby",50,12/20/21 0:00,"Deck Technologies, Inc.",Washington,DC,20001,Other,Political Organizing Software
House District 37,"Dickson, Ruby",20,12/21/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,Advertising
House District 37,"Dickson, Ruby",69.62,12/23/21 0:00,Costco,Lone Tree,CO,80124,Office Equipment & Supplies,Stamps & Pens
House District 37,"Dickson, Ruby",31.32,12/24/21 0:00,Office Depot,Greenwood Village,CO,80112,Office Equipment & Supplies,Envelopes & Labels
House District 37,"Dickson, Ruby",180.73,12/26/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
House District 37,"Dickson, Ruby",12,12/27/21 0:00,First Bank,Greenwood Village,CO,80111,Bank Fees,Bank Account Fee
House District 37,"Dickson, Ruby",250,12/31/21 0:00,Ruby  Dickson,Greenwood Village,CO,80231,Other,Reimbursement For Colorado Democratic Party Van/Votebuilder Software Access
House District 37,"Dickson, Ruby",188,12/31/21 0:00,Gabriel  Claeson,Denver,CO,80231,Other,Usps Po. Box Reimbursement
House District 37,"Dickson, Ruby",35.88,12/31/21 0:00,Gabriel  Claeson,Denver,CO,80231,Other,Siteground Website Hosting Reimbursement
House District 37,"Dickson, Ruby",13.93,12/31/21 0:00,Gabriel  Claeson,Denver,CO,80231,Other,Google Workspace/Email Reimbursement
House District 37,"Dickson, Ruby",19,12/31/21 0:00,Gabriel  Claeson,Denver,CO,80231,Other,Godaddy Website Domain Reimbursement
House District 37,"Dickson, Ruby",1000,12/31/21 0:00,Gabriel  Claeson,Denver,CO,80231,Consultant & Professional Services,General Consulting & Website Design
House District 37,"Dickson, Ruby",234.84,12/31/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
House District 37,"Archer, Paul",,,,,,,,
House District 38,"Ortiz, David",0.6,1/3/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",240,1/5/21 0:00,Usps,Greenwood Village,CO,80112,Other,Bulk Mail Fee
House District 38,"Ortiz, David",30.99,1/6/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 38,"Ortiz, David",0.2,1/10/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",216,1/11/21 0:00,Squarespace,New York,NY,10014,Advertising,
House District 38,"Ortiz, David",4,1/11/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 38,"Ortiz, David",5.74,1/17/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",0.4,1/31/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",30.99,2/1/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 38,"Ortiz, David",72.27,2/5/21 0:00,Qr-Code-Generator.Com,"Bielefeld, De",GE,33609,Advertising,
House District 38,"Ortiz, David",2.17,2/5/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 38,"Ortiz, David",0.8,2/7/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",0.8,2/14/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",4,2/26/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 38,"Ortiz, David",0.4,2/28/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",30.99,3/1/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 38,"Ortiz, David",0.6,3/7/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",250,3/11/21 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Caucus Fees
House District 38,"Ortiz, David",0.8,3/14/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",0.99,3/28/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",4,3/31/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 38,"Ortiz, David",0.4,3/31/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",0.8,4/4/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",0.4,4/11/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",19.25,4/12/21 0:00,Starbucks,Littleton,CO,80120,"Food, Beverages and Meals",
House District 38,"Ortiz, David",3.38,4/18/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",20,4/19/21 0:00,Squarespace,New York,NY,10014,Advertising,
House District 38,"Ortiz, David",216,4/22/21 0:00,Squarespace,New York,NY,10014,Advertising,
House District 38,"Ortiz, David",30.99,4/30/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 38,"Ortiz, David",4,4/30/21 0:00,Firstbank,Lakewood,CO,80215,Advertising,
House District 38,"Ortiz, David",1.2,5/2/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",0.99,5/9/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",9.7,5/16/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
House District 38,"Ortiz, David",4,5/28/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 38,"Ortiz, David",0.4,5/30/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,
