committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Hilltop Victory Fund,Political Committee,200,9/14/21 0:00,Rob  Woodward,Loveland,CO,80538,Contributions,
Woog Pac,Political Committee,17.6,9/14/21 0:00,Deluxe Checks,Shoreview,MN,55126,Office Equipment & Supplies,
Woog Small Donor Committee,Small Donor Committee,17.6,9/14/21 0:00,Deluxe Checks,Shoreview,MN,55126,Office Equipment & Supplies,
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,625,9/14/21 0:00,Gotta Have Faith,Westminster,CO,80031,Contributions,Contribution To Leadership Pac
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,625,9/14/21 0:00,Leroy Garcia Leadership Fund,Pueblo,CO,81005,Contributions,Contribution To Leadership Pac
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/15/21 0:00,Dominique Jackson For Colorado House,Aurora,CO,80011,Contributions,2022 Primary
"Associations, Inc. Pac / Associa Pac",Political Committee,200,9/15/21 0:00,Story For Colorado Senate,Evergreen,CO,80439,Contributions,
"Associations, Inc. Pac / Associa Pac",Political Committee,200,9/15/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,
"Associations, Inc. Pac / Associa Pac",Political Committee,200,9/15/21 0:00,Dylan Roberts For Colorado,Avon,CO,81620,Contributions,
"Associations, Inc. Pac / Associa Pac",Political Committee,200,9/15/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,
"Associations, Inc. Pac / Associa Pac",Political Committee,200,9/15/21 0:00,Monica Duran For State Rep.,Wheat Ridge,CO,80033,Contributions,
Colin Pac,Political Committee,250,9/15/21 0:00,Dave Demott For Westminister City Council,Arvada,CO,80006,Contributions,Campaign Donation
Coloradans For Western Values Leadership Pac,Political Committee,6,9/15/21 0:00,Us Bank,St. Paul,MN,55101,Bank Fees,
Colorado Farm Bureau Political Committee,Political Committee,2.3,9/15/21 0:00,Anedot Inc.,New Orleans,LA,70112,Bank Fees,
Colorado Society Of Anesthesiologists Small Donor Committee,Small Donor Committee,11.2,9/15/21 0:00,,,,,Bank Fees,Paypal Fees
Committee For Physician Anesthesia Care,Political Committee,58.68,9/15/21 0:00,,,,,Bank Fees,Paypal Fee
Committee For Physician Anesthesia Care,Political Committee,20,9/15/21 0:00,,,,,Bank Fees,
Farmers Employees And Agent Pac (Feapac),Political Committee,400,9/15/21 0:00,Citizens To Elect Janice Rich,Grand Junction,CO,81506,Contributions,
Fields For Colorado Leadership Fund,Political Committee,179,9/15/21 0:00,Arapahoe County Democratic Party,Aurora,CO,80014-2644,Contributions,
Hilltop Victory Fund,Political Committee,200,9/15/21 0:00,Citizens To Elect Janice Rich,Grand Junction,CO,81506,Contributions,
Pettersen Pac,Political Committee,9,9/15/21 0:00,Us Bank,Lakewood,CO,80227,Bank Fees,
Pueblo Education Association Small Donor Committee (Pea-Sdc),Small Donor Committee,1000,9/15/21 0:00,Dave Young For Colorado,Greeley,CO,80631,Contributions,
The Presidential Coalition - Colorado,Small Donor Committee,30,9/15/21 0:00,Bank Of America,Wilmington,DE,19850,Bank Fees,
Colorado Psychological Association,Political Committee,9,9/16/21 0:00,Stripe,San Francisco,CA,94110,Bank Fees,
District Twelve Educators Association Politica Action Committee For Education,Political Committee,6000,9/16/21 0:00,,,,,Other,Postcard Stamps
Fields For Colorado Leadership Fund,Political Committee,1500,9/16/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Littleton Fund For Children And Public Education (L.F.C.P.E.),Small Donor Committee,1250,9/16/21 0:00,Friends Of Angela For Lps,Redacted By Sos,CO,80000,Contributions,Campaign Contribution
Littleton Fund For Children And Public Education (L.F.C.P.E.),Small Donor Committee,1250,9/16/21 0:00,Anderssen 4 Lps School Board Alps,Centennial,CO,80121,Contributions,Campaign Contribution
Metro Housing Coalition (Mhc),Political Committee,500,9/16/21 0:00,Chelsea For Arvada City Council,Arvada,CO,80003,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,400,9/16/21 0:00,Bill Gondrez,Aurora,CO,80010,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,400,9/16/21 0:00,Sundberg For Aurora Ward Ii,Aurora,CO,80018,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,400,9/16/21 0:00,Jono For Aurora,Aurora,CO,80012,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Dustin For Aurora,Aurora,CO,80016,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Committee To Elect Becky Hogan,Aurora,CO,80014,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Danielle For Aurora,Aurora,CO,80014,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,2000,9/16/21 0:00,Committee To Elect Gregory Mills,Brighton,CO,80601,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,2500,9/16/21 0:00,Guyleen For Broomfield Mayor,Broomfield,CO,80023,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,2500,9/16/21 0:00,Kyle For Littleton,Littleton,CO,80120,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1500,9/16/21 0:00,Patrick 4 City Council,Littleton,CO,80123,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1500,9/16/21 0:00,Steve4Littleton,Littleton,CO,80120,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1500,9/16/21 0:00,Friends Of Kafer For Littleton,Littleton,CO,80120,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,260,9/16/21 0:00,Committee To Elect Tallis,Longmont,CO,80501,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,260,9/16/21 0:00,Timwaters4Mayor,Longmont,CO,80504,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,260,9/16/21 0:00,Committee To Elect Marcia Martin,Longmont,CO,80501,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Henson For Thornton,Thornton,CO,80229,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,2500,9/16/21 0:00,Friends Of Tony Unrein,Thornton,CO,80602,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,2500,9/16/21 0:00,Chriss For Broomfield,Broomfield,CO,80020,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Brent Hultman For Broomfield Ward 2,Broomfield,CO,80021,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Devon Shaff 4 Broomfield,Broomfield,CO,80020,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Grayson For Broomfield,Broomfield,CO,80023,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,3000,9/16/21 0:00,Elect Sean Ford,Henderson,CO,80640,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,400,9/16/21 0:00,Sophia For Colorado,Lakewood,CO,80215,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,400,9/16/21 0:00,Committee To Elect Charles Davis,Lakewood,CO,80214,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,400,9/16/21 0:00,Keefe For Lakewood City Council Ward 5,Lakewood,CO,80232,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,400,9/16/21 0:00,Wendi For Lakewood,Lakewood,CO,80227,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,3000,9/16/21 0:00,Anita For Westminster,Westminster,CO,80031,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Westminster4Demott,Westminster,CO,80021,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Vote For Voelz,Westminster,CO,80031,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Skulley4Westminster,Westminster,CO,80020,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Sarah Nurmela For Westminster City Council,Westminster,CO,80234,Contributions,Municipal Contribtion
Metro Housing Coalition (Mhc),Political Committee,1000,9/16/21 0:00,Amanda Weaver For Wheat Ridge,Wheat Ridge,CO,80033,Contributions,Municipal Contribtion
Monica Pac,Political Committee,208,9/16/21 0:00,Danielle Varda For Jeffco Schools,Arvada,CO,80005,Contributions,
Realtor Small Donor Committee (Rsdc),Small Donor Committee,5000,9/16/21 0:00,Committee To Elect Jim Smallwood,Parker,CO,80138,Contributions,
United Mine Workers Of America,Political Committee,200,9/16/21 0:00,,,,,Contributions,Contribution To Non-Co Candidates
Aurora Council For Teachers & Students (Acts),Small Donor Committee,2000,9/17/21 0:00,Carter 4 Kids,Aurora,CO,80018,Contributions,Campaign Contribution
Aurora Council For Teachers & Students (Acts),Small Donor Committee,2000,9/17/21 0:00,Duncan For Aurora,Aurora,CO,80011,Contributions,Campaign Contribution
Aurora Council For Teachers & Students (Acts),Small Donor Committee,2000,9/17/21 0:00,Gerkin For Aps,Aurora,CO,80011,Contributions,Campaign Contribution
Building Bridges For Colorado,Political Committee,2,9/17/21 0:00,1St Bank,Lakewood,CO,80215,Bank Fees,
Colorado Democratic Party,Political Party Committee,5000,9/17/21 0:00,"Irn, Inc.",Grand Rapids,MI,49512,Office Equipment & Supplies,Subscription
Colorado Health Care Association Pc,Political Committee,500,9/17/21 0:00,Garnett Leadership Fund,Denver,CO,80218,Contributions,
Colorado Republican Committee,Political Party Committee,500,9/17/21 0:00,Gregory  Carlson,Canon City,CO,81212,Consultant & Professional Services,Consulting Fees - Parliamentarian Services
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,0.74,9/17/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,
Jeni Arndt Leadership Fund,Political Committee,2,9/17/21 0:00,1St Bank,Denver,CO,80218,Bank Fees,
Nurses For Politcal Action In Colorado (N-Pac),Political Committee,50,9/17/21 0:00,Ruby J Martinez,Castle Rock,CO,80108,Contributions,
The Coleman Leadership Fund,Political Committee,1000,9/17/21 0:00,Vernon E Jones,Denver,CO,80249,Contributions,
Colorado'S Moms And Dads,Political Committee,16,9/18/21 0:00,Donorbox,San Francisco,CA,94103,Bank Fees,
The Murse Pac,Political Committee,500,9/18/21 0:00,O'Dorisio For Adams County,Welby,CO,80229,Contributions,
Colorado Working Families Party Small Donor Committee,Small Donor Committee,0.37,9/19/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Buckner For Colorado Leadership Fund,Political Committee,200,9/20/21 0:00,Bryan For Aurora,Aurora,CO,80011,Contributions,
Colin Pac,Political Committee,250,9/20/21 0:00,Nancy Mcnally For Westminister,Westminster,CO,80020,Contributions,
Colorado Democratic Party,Political Party Committee,2621.19,9/20/21 0:00,Matthew  Mcgovern,Denver,CO,80203,Employee Services,Payroll
Colorado Democratic Party,Political Party Committee,649.12,9/20/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,882.64,9/20/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,2111.32,9/20/21 0:00,Madeline R Zann,Denver,CO,80206,Employee Services,Payroll
Colorado Health Care Association Pc,Political Committee,4000,9/20/21 0:00,All Together Colorado,Denver,CO,80206,Contributions,
Colorado Republican Committee,Political Party Committee,2084,9/20/21 0:00,Liberty Mutual Insurance,Chicago,IL,60680,Other,Liability Insurance
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,14.02,9/20/21 0:00,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
Copic Small Donor Committee,Small Donor Committee,2000,9/20/21 0:00,Elect Dennis Hisey,Fountain,CO,80817,Contributions,Misc. Campaign Contribution
Leroy Garcia Leadership Fund,Political Committee,76,9/20/21 0:00,Desert Hawk Golf Course Pueblo West,Pueblo,CO,81007,Entertainment,Fees
Leroy Garcia Leadership Fund,Political Committee,126,9/20/21 0:00,Dia Parking,Denver,CO,80249,Travel & Lodging,Parking Dia
Putting Colorado First,Political Committee,400,9/20/21 0:00,Committee To Elect Barbara Kirkmeyer To State Senate,Brighton,CO,80603,Gifts,
Students First Fund,Political Committee,12.31,9/20/21 0:00,King Soopers,Colorado Springs,CO,80920,"Food, Beverages and Meals",
Tracy Kraft-Tharp Leadership Fund,Political Committee,38.34,9/20/21 0:00,Go Daddy.Com,Scottsdale,AZ,85260,Office Equipment & Supplies,Web Page
Colorado Chamber Political Action Committee,Political Committee,400,9/21/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,Candidate Contribution
Colorado Chamber Political Action Committee,Political Committee,400,9/21/21 0:00,Rodriguez For Colorado,Denver,CO,80222,Contributions,Candidate Contribution
Colorado Chamber Political Action Committee,Political Committee,200,9/21/21 0:00,Garnett Leadership Fund,Denver,CO,80218,Contributions,Contribution
"Colorado Chapter, American College Of Emergency Physicians Small Donor Committee",Small Donor Committee,625,9/21/21 0:00,Garnett Leadership Fund,Denver,CO,80218,Contributions,
Colorado Independent Auto Dealers Political Committee,Political Committee,4500,9/21/21 0:00,All Together Colorado,Denver,CO,80206,Contributions,Fundraiser
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,500,9/21/21 0:00,Committee To Elect Randy Moorman,Arvada,CO,80005,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,750,9/21/21 0:00,Lisa For Arvada,Arvada,CO,80003,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,1000,9/21/21 0:00,John Ronquillo For Aurora,Aurora,CO,80044,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,500,9/21/21 0:00,Henson For Thornton,Thornton,CO,80229,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,1000,9/21/21 0:00,Skulley 4 Westminster,Westminster,CO,80020,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,400,9/21/21 0:00,Committee To Elect Crystal Murillo,Aurora,CO,80044,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,500,9/21/21 0:00,Committee To Elect Roberta Ayala,Thornton,CO,80233,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,400,9/21/21 0:00,Bryan Lindstrom,Aurora,CO,80013,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,500,9/21/21 0:00,Dr. Carrie Olson For Denver Board,Denver,CO,80224,Contributions,Non Federal Candidate Contribution
Communications Workers Of America Committee On Political Education - Political Contributions Committ,Political Committee,1000,9/21/21 0:00,Esserman For Denver Kids,Denver,CO,80220,Contributions,Non Federal Candidate Contribution
Farmers Employees And Agent Pac (Feapac),Political Committee,400,9/21/21 0:00,Committee To Elect Holly Williams,Colorado Springs,CO,80920,Contributions,
Farmers Employees And Agent Pac (Feapac),Political Committee,400,9/21/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,
Garnett Leadership Fund,Political Committee,61.84,9/21/21 0:00,Max Gill And Grill,Denver,CO,80209,"Food, Beverages and Meals",
Garnett Leadership Fund,Political Committee,726.93,9/21/21 0:00,Act Blue,Cambridge,MA,2138,Bank Fees,
